id,x_coord,y_coord,name
1, 54.9353231, 23.7610922, Dviračių takas - information
3, 54.9223013, 23.7695452, Unknown - information
4, 54.9085444, 23.8019027, Unknown - information
5, 54.9334574, 23.7950456, Senasis Raudondvario tiltas - information
22, 54.9092722, 23.8809655, Unknown - information
23, 54.9097049, 23.8808944, Unknown - information
24, 54.9096773, 23.8808143, Unknown - information
30, 54.8971246, 23.8877187, Senamiesčio turizmo centras - information
127, 54.8973368, 23.9190269, Kauno turizmo informacijos centras - information
142, 54.9031082, 23.9172591, Unknown - information
148, 54.8538816, 23.9320435, Unknown - information
157, 54.8865821, 23.9317095, Kauno turizmo informacijos centras - information
158, 54.8889132, 23.9279839, Kauno turizmo informacijos centras - information
159, 54.8898426, 23.9280063, Unknown - information
188, 54.8538434, 23.9373868, Unknown - information
218, 54.9352844, 23.9597282, Kleboniškio miško parkas - information
234, 54.9263515, 23.9882602, Unknown - information
235, 54.9260564, 23.9849589, Unknown - information
239, 54.8960499, 24.0049519, upė Amalė - information
245, 54.8558136, 24.0182186, Unknown - information
246, 54.8561078, 24.0203554, Unknown - information
257, 54.8433467, 24.0422380, Kauno marių regioninio parko direkcija - information
259, 54.8433652, 24.0425491, Unknown - information
268, 54.9143815, 24.0924116, Unknown - information
