id,x_coord,y_coord,name
12, 38.6922231, -9.2139417, Primeira Travessia Aérea do Atlântico Sul - attraction
50, 38.6974982, -9.2032527, Pastéis de Belém - attraction
119, 38.7057152, -9.1932772, Unknown - attraction
177, 38.7436400, -9.1988930, Baloiço do Bairro de Benfica - attraction
200, 38.7114622, -9.1897899, Banco de Junot - attraction
299, 38.7432354, -9.1707117, Comboio do Zoo - attraction
304, 38.7431083, -9.1705938, Zebras e Nialas - attraction
305, 38.7432704, -9.1711608, Vale dos Tigres - attraction
306, 38.7445360, -9.1706392, Tigres Brancos - attraction
307, 38.7443442, -9.1703226, Rinocerontes Brancos - attraction
308, 38.7441465, -9.1707578, Pequenos Primatas - attraction
309, 38.7439376, -9.1710160, Aldeia dos Macacos - attraction
310, 38.7438071, -9.1704214, Ilha dos Macacos - attraction
311, 38.7429280, -9.1715755, Áxis, Veado-da-birmânia - attraction
312, 38.7428199, -9.1717875, Bongos - attraction
313, 38.7429417, -9.1718465, Mara, Agouti - attraction
314, 38.7432588, -9.1718274, Koalas e Cangurus - attraction
315, 38.7428410, -9.1724858, Bisonte-americano - attraction
316, 38.7429355, -9.1726818, Búfalos - attraction
317, 38.7429790, -9.1728620, Tartaruga-gigante-de-aldabra - attraction
318, 38.7431357, -9.1724443, Aligátor-americano - attraction
319, 38.7433744, -9.1721590, Rinocerontes-indianos - attraction
320, 38.7435261, -9.1724172, Suricatas - attraction
321, 38.7440160, -9.1725065, Girafas - attraction
322, 38.7440669, -9.1721574, Muntjac-chinês - attraction
323, 38.7437922, -9.1720426, Órix-austral - attraction
324, 38.7439289, -9.1718625, Impala-de-face-negra - attraction
325, 38.7438506, -9.1715994, Elandes - attraction
326, 38.7442037, -9.1720043, Panda-vermelho-do-nepal - attraction
327, 38.7442932, -9.1723487, Hipopótamos - attraction
328, 38.7444250, -9.1725352, Lémures, Hipopótamo-pigmeu - attraction
329, 38.7444312, -9.1721510, Ilha dos Lémures - attraction
330, 38.7447806, -9.1729194, Elefantes-africanos - attraction
331, 38.7450277, -9.1724427, Leões - attraction
332, 38.7447194, -9.1724379, Flamingo-rubro - attraction
333, 38.7446870, -9.1720059, Hipopótamos - attraction
334, 38.7447904, -9.1712350, Chimpanzé - attraction
335, 38.7447392, -9.1712232, Colobo-guereza-kikuyu, Gorila-ocidental-das-terras-baixas - attraction
336, 38.7449630, -9.1706668, Pumas - attraction
337, 38.7450389, -9.1710972, Serval - attraction
338, 38.7451831, -9.1709506, Leopardo-da-pérsia - attraction
339, 38.7452328, -9.1712997, Leopardo-das-neves - attraction
340, 38.7453273, -9.1711546, Lince-euro-asiático - attraction
341, 38.7453845, -9.1705393, Babuíno-hamadrias - attraction
342, 38.7455325, -9.1707593, Adaxes, Cobos-de-leche - attraction
343, 38.7455113, -9.1716329, Elandes - attraction
344, 38.7455176, -9.1720346, Órix-de-cimitarra - attraction
345, 38.7457426, -9.1719899, Palanca-ruana - attraction
346, 38.7457028, -9.1725845, Palanca-negra - attraction
347, 38.7454653, -9.1727152, Chitas - attraction
348, 38.7453186, -9.1734342, Okapis - attraction
488, 38.7188477, -9.1554920, Because Art matters - J de Montaigne - attraction
489, 38.7184505, -9.1554711, Street art - Draw & Ergo Bandits - attraction
664, 38.7087262, -9.1480792, Bica dos Olhos - attraction
764, 38.7119645, -9.1408300, Largo do Carmo - attraction
878, 38.7109486, -9.1306285, Unknown - attraction
880, 38.7066492, -9.1361150, Cais das Colunas - attraction
897, 38.7099463, -9.1342384, Casa de Pasto Estrela da Sé - attraction
926, 38.7100633, -9.1339301, Flowerwall - attraction
972, 38.7120945, -9.1350721, Elevator - attraction
996, 38.7127507, -9.1354199, Unknown - attraction
1016, 38.7136482, -9.1320309, Torre da Igreja - attraction
1024, 38.7127353, -9.1355442, Capela dos Mirandas - attraction
1110, 38.7102970, -9.1295220, Geomonumento da Rua da Judiaria - attraction
1230, 38.7623946, -9.0923168, Telecabina Lisboa - attraction
1234, 38.7710026, -9.0941263, Unknown - attraction
1236, 38.7637824, -9.0967563, Parque das Nações - attraction
